"KZ1279_GB1420_0_0_mapq10_noDup.bed" "KZ1279_GB1422_0_0_mapq10_noDup.bed" "KZ1279_GB1424_0_0_mapq10_noDup.bed"
"22056" 19 3 1
"22057" 245 32 19
"22058" 52 10 9
"22059" 10 13 9
"22060" 168 21 17
"22061" 70 12 9
"22062" 57 7 3
"22063" 33 14 21
"22064" 109 12 8
"22065" 24 10 1
"22066" 104 20 12
"22067" 154 21 18
"22068" 31 3 3
"22069" 36 11 6
"22070" 37 3 3
"22071" 12 2 1
"22072" 55 28 12
"22073" 11 7 5
"22074" 40 10 7
"22075" 21 4 4
"22076" 217 44 26
"22077" 97 10 5
"22078" 374 39 12
"22079" 97 8 11
"22080" 428 16 6
"22081" 107 17 2
"22082" 120 12 13
"22083" 174 23 12
"22084" 121 16 7
"22085" 124 13 5
"22086" 176 18 16
"22087" 303 65 26
"22088" 147 27 14
"22089" 62 8 8
"22090" 90 17 13
"22091" 184 17 13
"22092" 55 10 2
"22093" 244 44 16
"22094" 31 12 2
"22095" 74 15 5
"22096" 24 4 2
"22097" 79 15 13
"22098" 38 6 2
"22099" 89 19 15
"22100" 106 12 12
"22101" 5 1 2
"22102" 9 3 2
"22103" 7 3 0
"22104" 4 1 0
"22105" 7 2 0
"22106" 8 1 0
"22107" 12 1 1
"22108" 8 6 0
"22109" 15 3 2
"22110" 39 4 0
"22111" 12 2 0
"22112" 79 9 10
"22113" 288 47 32
"22114" 61 7 1
"22115" 212 28 10
"22116" 301 57 24
"22117" 21 6 0
"22118" 19 7 3
"22119" 25 14 2
"22120" 46 8 1
"22121" 319 52 33
"22122" 43 5 5
"22123" 7 5 0
"22124" 103 11 1
"22125" 67 11 4
"22126" 40 4 3
"22127" 81 10 3
"22128" 21 3 0
"22129" 24 5 1
"22130" 29 9 4
"22131" 75 13 6
"22132" 121 11 2
"22133" 24 6 4
"22134" 17 2 0
"22135" 35 3 3
"22136" 356 31 28
"22137" 10 3 0
"22138" 11 1 2
"22139" 309 27 33
"22140" 40 4 11
"22141" 29 4 1
"22142" 7 5 0
"22143" 177 16 21
"22144" 129 16 8
"22145" 193 25 17
"22146" 148 19 14
"22147" 22 13 7
"22148" 193 33 14
"22149" 221 43 20
"22150" 236 20 17
"22151" 14 1 0
"22152" 14 1 0
"22153" 170 21 18
"22154" 108 8 14
"22155" 9 3 1
"22156" 8 1 0
"22157" 3 7 0
"22158" 12 3 1
"22159" 8 2 2
"22160" 16 4 3
"22161" 139 12 7
"22162" 13 2 3
"22163" 10 2 0
"22164" 152 16 15
"22165" 131 19 16
"22166" 145 22 4
"22167" 102 12 14
"22168" 141 25 17
"22169" 14 3 7
"22170" 119 21 8
"22171" 159 29 16
"22172" 150 24 26
"22173" 0 4 2
"22174" 97 18 17
"22175" 178 20 21
"22176" 15 5 0
"22177" 102 15 16
"22178" 42 3 0
"22179" 181 17 13
"22180" 19 5 1
"22181" 173 14 0
"22182" 8 6 3
"22183" 7 3 0
"22184" 5 1 0
"22185" 46 3 4
"22186" 37 4 0
"22187" 25 3 0
"22188" 75 9 9
"22189" 137 29 15
"22190" 18 5 3
"22191" 120 27 12
"22192" 237 32 9
"22193" 29 3 0
"22194" 14 1 0
"22195" 23 6 0
"22196" 34 6 2
"22197" 92 17 8
"22198" 87 12 4
"22199" 27 1 0
"22200" 139 36 8
"22201" 114 24 10
"22202" 54 6 0
"22203" 9 5 0
"22204" 7 2 3
"22205" 2 6 0
"22206" 36 12 3
"22207" 136 20 8
"22208" 94 14 10
"22209" 128 31 15
"22210" 71 21 11
"22211" 92 15 8
"22212" 51 10 7
"22213" 164 21 14
"22214" 12 10 1
"22215" 227 34 16
"22216" 29 16 7
"22217" 144 33 13
"22218" 8 22 10
"22219" 110 25 15
"22220" 205 29 22
"22221" 162 13 10
"22222" 145 25 11
"22223" 2 0 2
"22224" 12 7 0
"22225" 37 6 0
"22226" 12 4 3
"22227" 48 7 0
"22228" 25 5 2
"22229" 99 10 12
"22230" 22 4 0
"22231" 121 13 14
"22232" 17 2 1
"22233" 95 20 9
"22234" 137 27 13
"22235" 77 43 19
"22236" 5 4 3
"22237" 0 1 0
"22238" 137 19 15
"22239" 63 27 3
"22240" 5 4 1
"22241" 28 8 3
"22242" 168 37 23
"22243" 230 38 19
"22244" 28 8 5
"22245" 26 7 1
"22246" 29 14 2
"22247" 20 5 2
"22248" 72 15 4
"22249" 12 12 2
"22250" 18 7 2
"22251" 7 5 3
"22252" 3 5 1
"22253" 24 2 3
"22254" 21 6 0
"22255" 24 4 0
"22256" 197 19 5
"22257" 232 42 14
"22258" 160 24 14
"22259" 76 6 7
"22260" 85 16 3
"22261" 43 10 8
"22262" 93 7 6
"22263" 166 15 9
"22264" 14 11 2
"22265" 25 9 1
"22266" 229 15 22
"22267" 16 2 1
"22268" 4 3 1
"22269" 16 11 4
"22270" 4 6 0
"22271" 206 23 8
"22272" 21 5 1
"22273" 40 4 3
"22274" 9 3 2
"22275" 11 12 1
"22276" 167 35 17
"22277" 46 6 4
"22278" 235 55 17
"22279" 39 20 21
"22280" 6 0 0
"22281" 30 10 24
"22282" 25 8 2
"22283" 79 15 7
"22284" 118 21 16
"22285" 28 10 1
"22286" 160 22 15
"22287" 30 6 1
"22288" 136 14 7
"22289" 15 6 2
"22290" 187 31 12
"22291" 242 27 10
"22292" 243 30 17
"22293" 167 32 19
"22294" 12 9 0
"22295" 46 14 4
"22296" 187 33 17
"22297" 222 52 10
"22298" 87 21 4
"22299" 131 21 9
"22300" 236 34 11
"22301" 8 5 1
"22302" 14 5 1
"22303" 223 49 25
"22304" 43 11 7
"22305" 58 17 5
"22306" 5 7 1
"22307" 19 2 0
"22308" 18 1 3
"22309" 27 7 0
"22310" 32 9 3
"22311" 23 11 1
"22312" 381 44 9
"22313" 27 6 2
"22314" 17 9 0
"22315" 10 1 1
"22316" 20 4 1
"22317" 15 2 3
"22318" 192 14 14
"22319" 49 8 4
"22320" 10 0 0
"22321" 27 5 3
"22322" 26 1 0
"22323" 63 13 8
"22324" 6 13 6
"22325" 13 2 2
"22326" 12 4 5
"22327" 99 13 11
"22328" 2 1 1
"22329" 33 3 4
"22330" 116 16 9
"22331" 24 2 1
"22332" 9 1 1
"22333" 92 17 7
"22334" 12 7 6
"22335" 13 4 1
"22336" 34 10 2
"22337" 264 32 2
"22338" 242 45 33
"22339" 32 7 4
"22340" 8 0 0
"22341" 8 3 1
"22342" 20 4 1
"22343" 20 20 2
"22344" 116 26 10
"22345" 7 3 3
"22346" 11 3 4
"22347" 3 5 4
"22348" 17 12 1
"22349" 3 1 0
"22350" 58 15 1
"22351" 184 18 23
"22352" 43 7 3
"22353" 19 6 2
"22354" 14 9 2
"22355" 14 8 3
"22356" 211 52 27
"22357" 100 21 12
"22358" 25 4 1
"22359" 11 3 5
"22360" 7 5 13
"22361" 141 24 41
"22362" 19 3 2
"22363" 24 6 5
"22364" 13 3 2
"22365" 19 6 1
"22366" 42 11 9
"22367" 175 13 4
"22368" 26 5 23
"22369" 34 5 6
"22370" 13 2 4
"22371" 231 34 36
"22372" 188 16 8
"22373" 63 9 3
"22374" 98 10 1
"22375" 34 4 0
"22376" 52 8 2
"22377" 14 1 0
"22378" 12 0 0
"22379" 12 4 3
"22380" 31 2 0
"22381" 16 4 0
"22382" 44 9 2
"22383" 108 17 8
"22384" 13 0 1
"22385" 15 3 0
"22386" 14 2 3
"22387" 1 8 1
"22388" 14 1 1
"22389" 251 17 19
"22390" 9 2 0
"22391" 12 2 1
"22392" 6 1 0
"22393" 16 3 1
"22394" 191 22 13
"22395" 14 7 1
"22396" 2 10 1
"22397" 23 2 0
"22398" 26 1 2
"22399" 188 24 6
"22400" 33 0 0
"22401" 10 0 1
"22402" 10 2 3
"22403" 10 4 1
"22404" 14 1 0
"22405" 6 0 1
"22406" 106 14 14
"22407" 26 13 4
"22408" 16 5 8
"22409" 35 16 0
"22410" 3 2 1
"22411" 51 6 2
"22412" 7 6 2
"22413" 40 6 4
"22414" 352 58 16
"22415" 49 7 9
"22416" 12 3 2
"22417" 36 8 4
"22418" 40 7 3
"22419" 25 1 3
"22420" 13 7 2
"22421" 226 24 20
"22422" 25 4 1
"22423" 24 1 0
"22424" 19 4 0
"22425" 6 1 0
"22426" 36 6 3
"22427" 130 22 11
"22428" 28 8 2
"22429" 15 0 0
"22430" 72 16 5
"22431" 108 21 8
"22432" 21 5 1
"22433" 44 7 3
"22434" 113 25 6
"22435" 13 1 1
"22436" 26 3 1
"22437" 12 0 0
"22438" 27 4 2
"22439" 8 0 2
"22440" 80 15 11
"22441" 12 1 4
"22442" 12 3 2
"22443" 20 3 2
"22444" 189 33 14
"22445" 75 9 6
"22446" 113 14 8
"22447" 18 11 1
"22448" 20 4 1
"22449" 40 21 24
"22450" 23 1 1
"22451" 38 6 2
"22452" 51 18 2
"22453" 28 4 1
"22454" 23 6 2
"22455" 54 11 4
"22456" 56 12 2
"22457" 26 6 2
"22458" 58 2 0
"22459" 38 5 0
"22460" 23 3 2
"22461" 22 6 1
"22462" 197 13 18
"22463" 29 7 1
"22464" 14 1 0
"22465" 28 6 1
"22466" 56 14 6
"22467" 282 37 8
"22468" 201 27 12
"22469" 154 19 7
"22470" 116 14 6
"22471" 23 10 0
"22472" 18 6 7
"22473" 9 2 2
"22474" 54 16 9
"22475" 17 7 3
"22476" 39 13 21
"22477" 15 4 1
"22478" 16 5 2
"22479" 13 3 8
"22480" 32 13 0
"22481" 198 27 10
"22482" 219 26 17
"22483" 158 37 11
"22484" 21 2 1
"22485" 97 15 4
"22486" 164 21 16
"22487" 16 4 2
"22488" 8 5 3
"22489" 26 6 1
"22490" 27 7 4
"22491" 74 16 7
"22492" 25 4 1
"22493" 51 11 2
"22494" 25 3 0
"22495" 119 9 6
"22496" 135 19 7
"22497" 365 39 11
"22498" 261 26 6
"22499" 7 0 0
"22500" 57 16 6
"22501" 31 5 4
"22502" 22 7 2
"22503" 49 10 1
"22504" 18 3 2
"22505" 59 7 2
"22506" 137 15 4
"22507" 204 28 8
"22508" 54 14 8
"22509" 143 37 16
"22510" 27 6 10
"22511" 48 13 7
"22512" 77 23 8
"22513" 7 4 3
"22514" 91 21 14
"22515" 20 11 3
"22516" 5 7 1
"22517" 40 15 1
"22518" 9 5 2
"22519" 94 25 18
"22520" 2 2 0
"22521" 5 8 3
"22522" 68 18 6
"22523" 17 9 1
"22524" 66 24 7
"22525" 7 9 6
"22526" 0 2 0
"22527" 7 0 0
"22528" 104 26 0
"22529" 12 1 3
"22530" 29 12 6
"22531" 7 1 0
"22532" 11 3 2
"22533" 2 2 0
"22534" 47 12 6
"22535" 3 8 0
"22536" 1 3 2
"22537" 30 8 8
"22538" 173 33 2
"22539" 22 3 3
"22540" 6 21 0
"22541" 6 8 1
"22542" 116 43 34
"22543" 53 11 28
"22544" 6 3 2
"22545" 94 20 18
"22546" 104 37 24
"22547" 33 13 13
"22548" 117 37 19
"22549" 5 0 0
"22550" 5 3 0
"22551" 5 6 2
"22552" 5 2 4
"22553" 10 2 1
"22554" 10 2 2
"22555" 2 7 3
"22556" 11 12 2
"22557" 11 6 1
"22558" 62 10 8
"22559" 96 24 11
"22560" 15 5 8
"22561" 60 15 5
"22562" 1 1 0
"22563" 56 23 17
"22564" 55 14 9
"22565" 47 3 0
"22566" 81 8 8
"22567" 100 14 2
"22568" 101 29 15
"22569" 0 0 0
"22570" 209 45 42
"22571" 2 1 0
"22572" 33 10 5
"22573" 3 0 0
"22574" 62 21 15
"22575" 47 8 2
"22576" 1 6 2
"22577" 9 4 5
"22578" 88 21 9
"22579" 65 18 10
"22580" 26 7 1
"22581" 77 22 7
"22582" 113 13 8
"22583" 22 8 2
"22584" 0 5 0
"22585" 3 1 2
"22586" 2 1 0
"22587" 6 3 1
"22588" 9 3 3
"22589" 29 1 1
"22590" 4 4 0
"22591" 45 14 22
"22592" 2 1 3
"22593" 5 3 3
"22594" 79 3 3
"22595" 16 0 0
"22596" 9 1 2
"22597" 9 2 3
"22598" 7 1 0
"22599" 76 16 13
"22600" 0 7 8
"22601" 1 0 2
"22602" 4 4 2
"22603" 185 45 23
"22604" 67 23 18
"22605" 7 9 17
"22606" 64 19 13
"22607" 82 23 3
"22608" 5 1 1
"22609" 10 4 1
"22610" 59 16 15
"22611" 76 15 10
"22612" 10 4 16
"22613" 9 5 8
"22614" 2 0 0
"22615" 23 7 0
"22616" 132 17 10
"22617" 135 30 30
"22618" 19 5 25
"22619" 15 2 0
"22620" 32 3 8
"22621" 2 0 0
"22622" 5 3 2
"22623" 23 8 5
"22624" 204 15 5
"22625" 4 0 0
"22626" 25 2 1
"22627" 139 18 22
"22628" 15 9 10
"22629" 11 1 0
"22630" 118 29 9
"22631" 0 0 0
"22632" 4 2 0
"22633" 6 2 0
"22634" 3 5 0
"22635" 13 11 3
"22636" 12 4 11
"22637" 150 32 33
"22638" 1 1 0
"22639" 9 5 2
"22640" 55 7 9
"22641" 3 6 6
"22642" 186 28 37
"22643" 12 2 1
"22644" 2 3 2
"22645" 11 0 1
"22646" 6 4 0
"22647" 7 3 6
"22648" 162 34 34
"22649" 156 25 19
"22650" 9 1 0
"22651" 8 2 1
"22652" 48 7 15
"22653" 24 4 7
"22654" 7 0 1
"22655" 5 3 0
"22656" 5 4 0
"22657" 130 16 48
"22658" 9 1 1
"22659" 17 2 0
"22660" 269 28 44
"22661" 5 1 0
"22662" 0 0 0
"22663" 7 1 3
"22664" 1 1 0
"22665" 11 2 1
"22666" 6 3 1
"22667" 183 44 39
"22668" 72 11 12
"22669" 9 0 3
"22670" 104 15 20
"22671" 68 17 16
"22672" 11 8 2
"22673" 152 45 25
"22674" 121 25 24
"22675" 135 20 25
"22676" 81 27 17
"22677" 27 4 8
"22678" 70 12 14
"22679" 11 5 1
"22680" 0 1 0
"22681" 87 21 10
"22682" 53 12 2
"22683" 16 2 0
"22684" 16 2 0
"22685" 131 34 17
"22686" 31 15 10
"22687" 62 11 10
"22688" 1 0 2
"22689" 71 36 17
"22690" 8 3 1
"22691" 110 15 11
"22692" 58 7 9
"22693" 8 0 0
"22694" 160 7 3
"22695" 14 1 1
"22696" 5 0 0
"22697" 93 20 5
"22698" 6 12 19
"22699" 19 3 4
"22700" 72 15 7
"22701" 6 1 1
"22702" 57 7 13
"22703" 7 8 2
"22704" 8 6 8
"22705" 64 19 3
"22706" 44 18 8
"22707" 4 3 1
"22708" 4 1 1
"22709" 6 3 3
"22710" 52 8 21
"22711" 46 2 14
"22712" 33 8 7
"22713" 0 1 1
"22714" 7 1 1
"22715" 4 1 0
"22716" 61 20 15
"22717" 138 48 37
"22718" 63 13 14
"22719" 70 8 21
"22720" 6 2 0
"22721" 174 18 1
"22722" 19 6 2
"22723" 4 1 0
"22724" 3 0 0
"22725" 3 1 0
"22726" 10 3 0
"22727" 3 1 1
"22728" 4 0 0
"22729" 1 12 2
"22730" 2 0 1
"22731" 5 1 1
"22732" 2 1 0
"22733" 5 0 0
"22734" 4 4 0
"22735" 32 15 16
"22736" 12 1 5
"22737" 4 21 0
"22738" 3 2 0
"22739" 5 5 5
"22740" 60 16 20
"22741" 0 1 1
"22742" 4 0 0
"22743" 0 1 2
"22744" 4 2 0
"22745" 2 0 0
"22746" 8 6 0
"22747" 3 2 3
"22748" 138 19 28
"22749" 9 3 0
"22750" 7 1 3
"22751" 1 0 1
"22752" 4 2 0
"22753" 70 11 26
"22754" 2 2 0
"22755" 12 5 3
"22756" 28 0 0
"22757" 38 9 4
"22758" 5 0 0
"22759" 1 0 0
"22760" 3 16 9
"22761" 3 16 14
"22762" 8 3 0
"22763" 7 4 4
"22764" 11 5 3
"22765" 99 12 30
"22766" 17 1 1
"22767" 21 2 3
"22768" 1 0 0
"22769" 0 0 0
"22770" 8 2 2
"22771" 5 2 1
"22772" 5 2 1
"22773" 7 2 2
"22774" 2 0 0
"22775" 8 0 1
"22776" 2 2 0
"22777" 6 1 3
"22778" 9 1 3
"22779" 20 1 1
"22780" 120 31 29
"22781" 75 25 16
"22782" 9 44 1
"22783" 150 38 27
"22784" 2 5 1
"22785" 121 34 12
"22786" 6 3 2
"22787" 6 2 0
"22788" 214 38 2
"22789" 215 39 4
"22790" 2 0 1
"22791" 0 0 0
"22792" 11 1 2
"22793" 23 4 3
"22794" 89 12 20
"22795" 76 29 17
"22796" 67 26 13
"22797" 118 36 13
"22798" 15 5 1
"22799" 7 1 1
"22800" 7 6 1
"22801" 74 25 17
"22802" 6 4 2
"22803" 9 12 8
"22804" 28 1 2
"22805" 6 3 0
"22806" 6 2 0
"22807" 5 1 1
"22808" 15 4 2
"22809" 77 7 3
"22810" 8 4 1
"22811" 2 1 1
"22812" 73 22 12
"22813" 19 3 0
"22814" 13 10 1
"22815" 110 27 12
"22816" 117 50 21
"22817" 5 22 1
"22818" 5 3 1
"22819" 10 9 2
"22820" 4 0 0
"22821" 2 2 0
"22822" 16 2 0
"22823" 57 15 11
"22824" 43 10 4
"22825" 154 22 4
"22826" 60 16 4
"22827" 68 19 12
"22828" 76 14 5
"22829" 15 9 2
"22830" 26 3 1
"22831" 6 21 3
"22832" 5 24 2
"22833" 79 17 5
"22834" 44 5 6
"22835" 2 0 3
"22836" 7 6 1
"22837" 28 22 9
"22838" 62 15 12
"22839" 101 17 16
"22840" 35 8 3
"22841" 56 14 8
"22842" 15 3 2
"22843" 108 37 18
"22844" 53 10 9
"22845" 149 33 16
"22846" 12 5 3
"22847" 47 12 5
"22848" 14 1 1
"22849" 31 2 0
"22850" 6 2 2
"22851" 119 21 17
"22852" 38 11 13
"22853" 19 7 1
"22854" 42 13 9
"22855" 3 8 1
"22856" 6 2 0
"22857" 207 44 15
"22858" 93 10 15
"22859" 5 1 0
"22860" 5 9 5
"22861" 33 11 6
"22862" 20 5 9
"22863" 6 5 0
"22864" 65 20 6
"22865" 37 9 7
"22866" 9 6 7
"22867" 65 35 12
"22868" 58 22 7
"22869" 15 10 2
"22870" 3 1 0
"22871" 2 2 1
"22872" 3 7 1
"22873" 7 8 1
"22874" 4 4 0
"22875" 5 7 2
"22876" 3 1 1
"22877" 6 1 1
"22878" 29 12 3
"22879" 56 14 7
"22880" 3 12 3
"22881" 89 14 11
"22882" 82 20 12
"22883" 11 2 5
"22884" 90 27 15
"22885" 6 9 6
"22886" 6 1 0
"22887" 35 3 0
"22888" 100 27 17
"22889" 7 1 2
"22890" 12 2 2
"22891" 1 0 0
"22892" 56 17 10
"22893" 48 25 15
"22894" 38 12 5
"22895" 89 23 14
"22896" 15 12 6
"22897" 43 16 8
"22898" 14 7 1
"22899" 0 3 0
"22900" 54 17 4
"22901" 2 5 0
"22902" 1 7 2
"22903" 45 6 12
"22904" 5 9 2
"22905" 117 30 19
"22906" 91 22 14
"22907" 90 16 13
"22908" 87 21 17
"22909" 72 17 21
"22910" 45 23 7
"22911" 10 10 2
"22912" 37 30 9
"22913" 30 8 1
"22914" 515 102 73
"22915" 102 19 22
"22916" 9 2 2
"22917" 160 5 2
"22918" 49 2 4
"22919" 10 1 0
"22920" 67 8 11
"22921" 12 2 1
"22922" 9 2 0
"22923" 12 4 0
"22924" 16 4 1
"22925" 6 2 1
"22926" 37 5 6
"22927" 9 3 3
"22928" 171 29 17
"22929" 6 4 6
"22930" 19 1 0
"22931" 5 2 2
"22932" 33 8 6
"22933" 12 2 1
"22934" 19 10 5
"22935" 67 18 8
"22936" 18 10 4
"22937" 7 4 1
"22938" 81 27 15
"22939" 11 4 1
"22940" 77 3 6
"22941" 21 4 1
"22942" 247 35 9
"22943" 5 4 1
"22944" 5 1 1
"22945" 67 11 3
"22946" 5 2 0
"22947" 116 15 11
"22948" 102 23 13
"22949" 192 31 6
"22950" 17 3 2
"22951" 4 1 1
"22952" 22 2 3
"22953" 17 7 4
"22954" 2 2 1
"22955" 176 58 27
"22956" 38 8 9
"22957" 4 2 1
"22958" 36 10 1
"22959" 9 0 0
"22960" 21 4 3
"22961" 111 14 6
"22962" 10 1 1
"22963" 18 2 5
"22964" 4 1 1
"22965" 18 6 7
"22966" 16 1 1
"22967" 18 2 3
"22968" 18 3 0
"22969" 45 7 1
"22970" 118 31 15
"22971" 85 13 11
"22972" 0 4 1
"22973" 18 4 2
"22974" 4 6 1
"22975" 9 5 3
"22976" 11 2 0
"22977" 11 4 1
"22978" 57 17 4
"22979" 4 1 3
"22980" 76 22 2
"22981" 5 1 0
"22982" 22 3 3
"22983" 5 0 0
"22984" 95 35 11
"22985" 7 4 4
"22986" 28 4 5
"22987" 19 4 1
"22988" 14 8 9
"22989" 12 1 0
"22990" 3 1 1
"22991" 9 4 1
"22992" 37 3 2
"22993" 80 10 9
"22994" 11 4 1
"22995" 104 15 9
"22996" 34 3 2
"22997" 20 4 3
"22998" 4 0 0
"22999" 1 3 0
"23000" 19 8 9
"23001" 131 30 11
"23002" 88 11 10
"23003" 14 0 1
"23004" 30 6 9
"23005" 10 15 1
"23006" 180 30 20
"23007" 33 7 1
"23008" 106 25 13
"23009" 101 26 20
"23010" 96 23 7
"23011" 2 6 3
"23012" 16 3 0
"23013" 25 6 7
"23014" 21 11 5
"23015" 16 0 0
"23016" 6 0 1
"23017" 133 11 4
"23018" 26 9 1
"23019" 140 29 7
"23020" 31 4 1
"23021" 4 12 4
"23022" 14 8 0
"23023" 14 2 1
"23024" 20 3 3
"23025" 10 2 2
"23026" 70 15 3
"23027" 94 27 10
"23028" 46 14 2
"23029" 6 4 0
"23030" 4 3 0
"23031" 4 17 4
"23032" 13 2 0
"23033" 90 9 17
"23034" 260 55 34
"23035" 81 20 18
"23036" 79 16 24
"23037" 127 39 36
"23038" 10 5 0
"23039" 336 71 69
"23040" 18 1 1
"23041" 6 2 0
"23042" 8 6 2
"23043" 23 7 12
"23044" 9 12 0
"23045" 22 22 15
"23046" 47 16 0
"23047" 80 17 26
"23048" 53 16 17
"23049" 97 27 21
"23050" 28 4 2
"23051" 194 33 41
"23052" 32 7 0
"23053" 418 60 28
"23054" 122 16 12
"23055" 22 6 4
"23056" 3 3 2
"23057" 1 0 0
"23058" 23 7 1
"23059" 6 3 5
"23060" 14 4 3
"23061" 10 3 3
"23062" 40 1 3
"23063" 18 4 4
"23064" 13 3 21
"23065" 0 0 0
"23066" 21 1 0
"23067" 6 3 1
"23068" 9 8 2
"23069" 219 21 52
"23070" 136 18 15
"23071" 24 3 8
"23072" 52 6 11
"23073" 86 9 16
"23074" 92 7 12
"23075" 51 9 4
"23076" 83 13 17
"23077" 60 6 13
"23078" 202 39 24
"23079" 84 8 6
"23080" 60 7 10
"23081" 24 3 8
"23082" 56 5 14
"23083" 12 5 0
"23084" 52 11 9
"23085" 9 4 0
"23086" 22 10 6
"23087" 54 11 9
"23088" 76 18 21
"23089" 23 1 8
"23090" 38 4 13
"23091" 47 10 11
"23092" 85 15 12
"23093" 45 9 3
"23094" 23 3 0
"23095" 17 2 2
"23096" 65 10 7
"23097" 23 2 1
"23098" 96 12 15
"23099" 13 9 2
"23100" 23 1 0
"23101" 57 11 10
"23102" 12 7 1
"23103" 20 4 1
"23104" 160 22 6
"23105" 357 58 31
"23106" 127 22 11
"23107" 36 20 4
"23108" 1 5 0
"23109" 56 59 8
"23110" 15 15 1
"23111" 270 50 28
"23112" 42 15 3
"23113" 85 22 2
"23114" 40 19 2
"23115" 93 12 6
"23116" 65 19 10
"23117" 18 11 3
"23118" 29 15 3
"23119" 74 9 8
"23120" 7 11 3
"23121" 12 5 9
"23122" 148 46 21
"23123" 100 21 4
"23124" 13 12 2
"23125" 52 4 1
"23126" 10 13 2
"23127" 4 1 0
"23128" 79 38 14
"23129" 108 28 10
"23130" 15 1 2
"23131" 49 13 5
"23132" 175 44 16
"23133" 86 25 7
"23134" 7 3 0
"23135" 61 17 6
"23136" 94 22 11
"23137" 18 3 0
"23138" 8 4 2
"23139" 39 17 15
"23140" 157 32 9
"23141" 50 9 4
"23142" 65 10 6
"23143" 142 33 12
"23144" 65 7 11
"23145" 4 7 6
"23146" 240 54 15
"23147" 6 4 0
"23148" 111 27 7
"23149" 82 14 4
"23150" 4 2 2
"23151" 9 4 0
"23152" 155 54 13
"23153" 6 5 3
"23154" 8 7 1
"23155" 94 20 7
"23156" 93 27 9
"23157" 315 89 29
"23158" 72 15 9
"23159" 21 10 6
"23160" 9 5 4
"23161" 11 2 1
"23162" 112 34 15
"23163" 11 10 2
"23164" 270 92 17
"23165" 152 45 21
"23166" 111 19 6
"23167" 74 15 7
"23168" 212 48 11
"23169" 24 5 4
"23170" 33 9 3
"23171" 62 13 2
"23172" 110 39 10
"23173" 112 24 10
"23174" 16 12 3
"23175" 28 9 7
"23176" 54 22 6
"23177" 1 6 1
"23178" 171 65 29
"23179" 25 7 2
"23180" 8 2 3
"23181" 0 11 4
"23182" 6 1 1
"23183" 11 0 2
"23184" 19 11 0
"23185" 6 12 1
"23186" 88 21 7
"23187" 2 2 0
"23188" 104 21 9
"23189" 214 17 13
"23190" 37 12 9
"23191" 57 11 9
"23192" 120 24 5
"23193" 126 17 7
"23194" 25 9 1
"23195" 80 33 11
"23196" 190 77 20
"23197" 69 13 12
"23198" 55 11 4
"23199" 103 12 7
"23200" 152 34 12
"23201" 139 37 25
"23202" 74 23 8
"23203" 16 6 2
"23204" 2 6 0
"23205" 114 17 4
"23206" 116 34 14
"23207" 39 8 3
"23208" 57 11 2
"23209" 14 11 3
"23210" 20 3 2
"23211" 88 23 6
"23212" 95 18 11
"23213" 1 3 0
"23214" 8 6 6
"23215" 67 16 8
"23216" 97 30 7
"23217" 12 8 2
"23218" 9 5 2
"23219" 11 4 2
"23220" 1 0 1
"23221" 21 7 0
"23222" 170 42 15
"23223" 10 5 2
"23224" 120 27 11
"23225" 17 8 1
"23226" 5 5 3
"23227" 68 14 5
"23228" 39 21 6
"23229" 45 5 2
"23230" 31 26 2
"23231" 68 9 5
"23232" 82 23 8
"23233" 59 21 8
"23234" 132 25 6
"23235" 4 4 0
"23236" 49 12 5
"23237" 118 33 14
"23238" 8 3 2
"23239" 93 12 10
"23240" 15 5 2
"23241" 24 5 0
"23242" 38 11 2
"23243" 139 18 7
"23244" 21 1 1
"23245" 68 19 6
"23246" 8 3 1
"23247" 26 4 2
"23248" 85 14 8
"23249" 16 11 3
"23250" 8 2 1
"23251" 11 9 6
"23252" 12 8 5
"23253" 1 5 1
"23254" 43 9 4
"23255" 296 83 19
"23256" 69 18 8
"23257" 10 6 1
"23258" 116 30 10
"23259" 37 12 4
"23260" 181 43 20
"23261" 6 9 7
"23262" 6 2 0
"23263" 3 3 0
"23264" 9 3 4
"23265" 8 7 3
"23266" 116 21 10
"23267" 52 17 7
"23268" 58 14 10
"23269" 67 21 6
"23270" 159 47 6
"23271" 2 5 3
"23272" 12 7 0
"23273" 7 8 2
"23274" 1 12 1
"23275" 70 15 4
"23276" 29 10 13
"23277" 12 3 7
"23278" 9 10 4
"23279" 34 12 12
"23280" 97 16 13
"23281" 16 3 4
"23282" 16 3 2
"23283" 86 31 5
"23284" 166 39 6
"23285" 27 5 2
"23286" 41 10 2
"23287" 133 49 12
"23288" 4 7 3
"23289" 12 3 1
"23290" 8 0 0
"23291" 6 3 0
"23292" 3 0 0
"23293" 41 10 3
"23294" 61 15 7
"23295" 6 12 1
"23296" 36 12 11
"23297" 11 6 1
"23298" 9 6 4
"23299" 28 9 5
"23300" 123 20 13
"23301" 99 24 9
"23302" 0 5 1
"23303" 6 10 2
"23304" 72 20 2
"23305" 12 4 1
"23306" 13 10 3
"23307" 8 5 3
"23308" 100 23 10
"23309" 159 39 17
"23310" 187 49 17
"23311" 18 5 3
"23312" 22 4 0
"23313" 56 15 6
"23314" 246 80 18
"23315" 4 6 3
"23316" 0 2 1
"23317" 95 23 17
"23318" 63 20 6
"23319" 81 17 11
"23320" 24 7 5
