"KZ730-GA6909_0_0_mapq10_noDup.bed" "Lit_ESC_H3K4me3_0_0_mapq10_noDup.bed" "Lit_naive_H3K4me3_0_0_mapq10_noDup.bed"
"21221" 1386 96 176
"21222" 1819 41 13
"21223" 131 1 2
"21224" 8 15 2
"21225" 189 0 22
"21226" 992 78 106
"21227" 96 0 1
"21228" 2 52 6
"21229" 74 0 0
"21230" 146 3 7
"21231" 66 0 13
"21232" 31 1 19
"21233" 157 0 5
"21234" 90 2 272
"21235" 832 65 67
"21236" 68 0 6
"21237" 15 2 64
"21238" 15 3 249
"21239" 83 0 6
"21240" 1148 5 6
"21241" 943 56 101
"21242" 328 8 41
"21243" 630 1 6
"21244" 2526 32 442
"21245" 78 1 1
"21246" 75 1 1
"21247" 95 0 0
"21248" 106 1 0
"21249" 65 1 2
"21250" 134 0 1
"21251" 785 82 109
"21252" 953 65 75
"21253" 160 2 5
"21254" 148 0 0
"21255" 8 67 5
"21256" 123 1 8
"21257" 94 0 1
"21258" 125 0 0
"21259" 76 0 3
"21260" 143 2 0
"21261" 72 1 2
"21262" 74 5 5
"21263" 156 13 290
"21264" 9 0 26
"21265" 782 73 42
"21266" 264 20 15
"21267" 654 58 99
"21268" 80 0 26
"21269" 223 5 23
"21270" 1258 194 126
"21271" 69 2 4
"21272" 71 1 0
"21273" 1518 110 90
"21274" 77 0 1
"21275" 90 68 66
"21276" 595 114 39
"21277" 112 2 6
"21278" 27 2 116
"21279" 50 4 26
"21280" 21 54 51
"21281" 17 45 5
"21282" 12 95 9
"21283" 18 18 4
"21284" 9 24 0
"21285" 142 2 4
"21286" 6 29 0
"21287" 132 2 3
"21288" 59 2 1
"21289" 143 71 50
"21290" 229 5 7
"21291" 971 109 86
"21292" 500 61 115
"21293" 427 15 34
"21294" 110 6 6
"21295" 15 3 54
"21296" 1149 48 638
"21297" 296 3 9
"21298" 723 1 92
"21299" 81 0 26
"21300" 583 114 71
"21301" 65 1 1
"21302" 3 11 1
"21303" 655 76 54
"21304" 3 29 58
"21305" 721 45 76
"21306" 348 32 15
"21307" 69 1 1
"21308" 97 58 13
"21309" 835 110 85
"21310" 77 3 6
"21311" 353 9 81
"21312" 4 17 3
"21313" 5 14 1
"21314" 1481 195 99
"21315" 568 16 76
"21316" 724 91 64
"21317" 844 104 59
"21318" 74 4 3
"21319" 696 47 45
"21320" 12 27 80
"21321" 23 23 6
"21322" 72 5 3
"21323" 12 15 2
"21324" 103 125 15
"21325" 91 3 2
"21326" 5 9 1
"21327" 502 112 49
"21328" 1350 168 158
"21329" 322 19 10
"21330" 28 17 4
"21331" 111 0 2
"21332" 4 26 1
"21333" 113 2 8
"21334" 4189 98 240
"21335" 739 39 20
"21336" 81 39 16
"21337" 601 3 91
"21338" 761 65 39
"21339" 81 1 2
"21340" 135 24 171
"21341" 338 1 10
"21342" 904 114 107
"21343" 807 108 97
"21344" 988 183 121
"21345" 1723 182 256
"21346" 766 132 76
"21347" 806 41 78
"21348" 9 15 2
"21349" 143 2 1
"21350" 1412 152 165
"21351" 932 85 73
"21352" 31 23 16
"21353" 1145 118 26
"21354" 1162 173 134
"21355" 789 38 49
"21356" 615 70 71
"21357" 33 38 36
"21358" 964 66 154
"21359" 325 35 37
"21360" 1689 191 122
"21361" 12 46 4
"21362" 709 47 28
"21363" 3 10 37
"21364" 697 48 99
"21365" 957 114 72
"21366" 509 40 114
"21367" 785 70 132
"21368" 4 0 18
"21369" 143 1 8
"21370" 1096 131 95
"21371" 833 70 111
"21372" 346 60 51
"21373" 870 97 89
"21374" 1207 293 133
"21375" 302 54 49
"21376" 296 1 5
"21377" 858 87 133
"21378" 64 1 3
"21379" 390 11 3
"21380" 223 3 2
"21381" 1704 26 2
"21382" 206 6 1
"21383" 181 4 5
"21384" 137 2 3
"21385" 113 0 2
"21386" 161 2 1
"21387" 1277 134 19
"21388" 247 1 3
"21389" 153 9 3
"21390" 8 23 2
"21391" 6 31 0
"21392" 162 9 4
"21393" 204 2 2
"21394" 654 15 5
"21395" 363 2 2
"21396" 225 0 6
"21397" 22 0 26
"21398" 60 0 22
"21399" 66 1 0
"21400" 136 3 31
"21401" 122 6 17
"21402" 2220 235 572
"21403" 66 1 7
"21404" 14 40 6
"21405" 54 4 2
"21406" 696 14 12
"21407" 132 2 8
"21408" 28 6 24
"21409" 944 83 102
"21410" 163 2 6
"21411" 127 1 5
"21412" 15 20 31
"21413" 1450 274 220
"21414" 85 2 4
"21415" 114 7 5
"21416" 151 6 0
"21417" 126 1 3
"21418" 88 2 2
"21419" 133 2 6
"21420" 798 41 93
"21421" 124 1 7
"21422" 34 0 42
"21423" 80 2 0
"21424" 789 80 137
"21425" 456 31 16
"21426" 70 3 14
"21427" 90 1 3
"21428" 41 1 155
"21429" 1408 8 30
"21430" 111 1 11
"21431" 9 34 4
"21432" 159 4 18
"21433" 34 1 36
"21434" 34 2 42
"21435" 142 5 443
"21436" 371 27 78
"21437" 74 2 102
"21438" 104 2 20
"21439" 6 19 2
"21440" 42 23 325
"21441" 30 67 22
"21442" 245 3 8
"21443" 1563 43 16
"21444" 1090 112 116
"21445" 20 5 46
"21446" 1209 81 290
"21447" 22 0 17
"21448" 5 72 20
"21449" 56 1 3
"21450" 1528 19 94
"21451" 762 101 82
"21452" 236 15 9
"21453" 971 80 95
"21454" 68 2 4
"21455" 2106 73 111
"21456" 5 62 8
"21457" 653 67 60
"21458" 742 114 91
"21459" 1148 85 102
"21460" 869 76 89
"21461" 121 2 6
"21462" 10 11 32
"21463" 526 88 50
"21464" 8 19 5
"21465" 67 12 34
"21466" 718 51 84
"21467" 961 106 81
"21468" 22 29 15
"21469" 88 1 4
"21470" 1184 111 109
"21471" 756 133 33
"21472" 113 9 6
"21473" 8 47 2
"21474" 861 70 10
"21475" 1208 159 179
"21476" 116 0 2
"21477" 9 21 4
"21478" 5 17 0
"21479" 868 67 76
"21480" 788 127 27
"21481" 2736 211 351
"21482" 16 1 37
"21483" 1145 94 388
"21484" 121 3 4
"21485" 146 3 7
"21486" 643 31 45
"21487" 546 58 11
"21488" 123 1 5
"21489" 1121 109 65
"21490" 63 67 9
"21491" 167 3 4
"21492" 220 24 33
"21493" 933 134 347
"21494" 7 15 9
"21495" 321 22 56
"21496" 540 170 79
"21497" 169 7 11
"21498" 12 104 3
"21499" 5 23 1
"21500" 27 122 25
"21501" 167 0 0
"21502" 1722 267 233
"21503" 17 99 43
"21504" 941 86 140
"21505" 305 83 11
"21506" 839 94 80
"21507" 1833 277 232
"21508" 640 76 55
"21509" 56 0 2
"21510" 3 19 0
"21511" 65 1 4
"21512" 83 0 3
"21513" 99 5 4
"21514" 100 0 3
"21515" 181 3 5
"21516" 295 1 15
"21517" 52 4 747
"21518" 59 0 26
"21519" 27 0 31
"21520" 226 6 13
"21521" 1129 143 133
"21522" 1083 39 161
"21523" 3 2 26
"21524" 936 106 164
"21525" 649 66 23
"21526" 10 3 211
"21527" 61 0 5
"21528" 114 3 28
"21529" 134 7 157
"21530" 271 3 5
"21531" 112 1 3
"21532" 115 1 2
"21533" 1214 85 79
"21534" 117 0 4
"21535" 432 5 4
"21536" 110 2 8
"21537" 70 4 5
"21538" 259 1 4
"21539" 582 48 53
"21540" 1617 165 131
"21541" 819 93 66
"21542" 25 4 45
"21543" 107 0 2
"21544" 181 9 24
"21545" 844 94 134
"21546" 143 2 10
"21547" 151 5 8
"21548" 1870 228 148
"21549" 630 100 149
"21550" 17 72 13
"21551" 968 154 82
"21552" 926 128 44
"21553" 141 5 15
"21554" 1059 88 56
"21555" 2847 119 298
"21556" 1326 239 139
"21557" 796 61 40
"21558" 91 6 1
"21559" 910 132 56
"21560" 1406 114 230
"21561" 1074 194 83
"21562" 170 2 7
"21563" 709 55 58
"21564" 1188 131 145
"21565" 8 3 40
"21566" 10 39 1
"21567" 5 4 34
"21568" 798 85 100
"21569" 148 5 1
"21570" 78 2 2
"21571" 8 40 3
"21572" 161 0 6
"21573" 751 18 65
"21574" 652 41 102
"21575" 1217 156 218
"21576" 69 1 3
"21577" 609 2 30
"21578" 168 4 2
"21579" 1195 170 83
"21580" 74 0 6
"21581" 131 24 16
"21582" 30 22 47
"21583" 13 1 18
"21584" 163 4 8
"21585" 10 1 22
"21586" 592 35 54
"21587" 619 92 85
"21588" 1045 143 117
"21589" 230 3 11
"21590" 1010 103 105
"21591" 133 3 1
"21592" 23 115 0
"21593" 758 64 51
"21594" 5 36 11
"21595" 934 84 61
"21596" 168 3 4
"21597" 300 22 24
"21598" 201 5 4
"21599" 18 18 88
"21600" 603 82 50
"21601" 1548 26 194
"21602" 877 87 103
"21603" 5 28 2
"21604" 8 30 3
"21605" 73 2 0
"21606" 2 44 4
"21607" 8 23 7
"21608" 928 152 101
"21609" 686 62 11
"21610" 87 4 0
"21611" 43 2 122
"21612" 110 1 3
"21613" 13 43 51
"21614" 170 4 6
"21615" 269 16 9
"21616" 764 68 6
"21617" 76 1 0
"21618" 151 3 2
"21619" 8 27 4
"21620" 82 2 1
"21621" 1626 142 53
"21622" 1325 153 124
"21623" 852 85 44
"21624" 99 2 3
"21625" 810 106 111
"21626" 4 27 3
"21627" 5 31 2
"21628" 930 211 104
"21629" 92 1 1
"21630" 69 0 3
"21631" 94 1 1
"21632" 5 29 1
"21633" 140 4 4
"21634" 267 3 2
"21635" 96 2 1
"21636" 456 37 54
"21637" 911 3 129
"21638" 1449 20 141
"21639" 4779 166 53
"21640" 3 55 13
"21641" 77 1 2
"21642" 753 93 112
"21643" 11 15 60
"21644" 59 0 0
"21645" 860 168 75
"21646" 625 49 89
"21647" 140 3 12
"21648" 249 6 33
"21649" 29 112 54
"21650" 1244 89 270
"21651" 29 1 25
"21652" 371 3 61
"21653" 87 1 3
"21654" 935 97 82
"21655" 85 1 9
"21656" 1308 178 207
"21657" 8 1 136
"21658" 3 22 1
"21659" 8 60 1
"21660" 204 3 2
"21661" 86 0 1
"21662" 74 1 2
"21663" 247 0 1
"21664" 13 48 3
"21665" 2 20 0
"21666" 1185 178 110
"21667" 835 123 72
"21668" 1108 137 70
"21669" 48 2 4
"21670" 530 43 38
"21671" 357 7 2
"21672" 1330 319 126
"21673" 78 3 2
"21674" 19 35 22
"21675" 84 0 2
"21676" 15 52 12
"21677" 1526 57 168
"21678" 968 72 88
"21679" 635 121 103
"21680" 725 26 106
"21681" 370 39 13
"21682" 638 48 95
"21683" 57 2 0
"21684" 16 43 23
"21685" 1546 110 13
"21686" 694 87 84
"21687" 1063 58 84
"21688" 83 2 43
"21689" 1079 133 109
"21690" 13 48 3
"21691" 1315 177 128
"21692" 884 79 115
"21693" 24 17 21
"21694" 907 122 203
"21695" 8 22 3
"21696" 861 47 121
"21697" 136 4 6
"21698" 90 1 3
"21699" 8 84 14
"21700" 18 22 1
"21701" 160 2 0
"21702" 640 43 30
"21703" 9 0 20
"21704" 112 0 0
"21705" 201 0 2
"21706" 86 3 0
"21707" 162 1 3
"21708" 111 2 5
"21709" 707 80 77
"21710" 78 1 1
"21711" 714 42 2
"21712" 261 1 3
"21713" 121 4 2
"21714" 1120 50 4
"21715" 151 2 1
"21716" 130 3 0
"21717" 1337 5 8
"21718" 61 0 1
"21719" 851 52 4
"21720" 93 1 0
"21721" 1013 4 14
"21722" 75 2 1
"21723" 3 41 4
"21724" 4 20 1
"21725" 105 1 0
"21726" 61 0 1
"21727" 114 0 2
"21728" 79 0 1
"21729" 95 4 1
"21730" 79 1 1
"21731" 1211 96 164
"21732" 1118 83 84
"21733" 1158 109 74
"21734" 371 43 31
"21735" 1091 50 62
"21736" 87 2 3
"21737" 71 1 0
"21738" 92 0 1
"21739" 130 0 2
"21740" 172 4 3
"21741" 115 0 0
"21742" 96 3 0
"21743" 88 0 2
"21744" 82 0 3
"21745" 80 4 1
"21746" 116 3 3
"21747" 116 2 1
"21748" 204 1 3
"21749" 100 3 2
"21750" 150 2 7
"21751" 88 1 6
"21752" 68 2 5
"21753" 184 0 3
"21754" 128 0 1
"21755" 82 0 5
"21756" 203 5 3
"21757" 90 2 2
"21758" 70 3 0
"21759" 142 0 12
"21760" 109 0 3
"21761" 84 2 3
"21762" 81 1 0
"21763" 4 32 7
"21764" 64 2 1
"21765" 90 3 1
"21766" 854 38 151
"21767" 879 116 63
"21768" 137 28 3
"21769" 102 1 0
"21770" 236 1 2
"21771" 136 2 2
"21772" 103 1 3
"21773" 54 1 4
"21774" 218 0 2
"21775" 179 0 4
"21776" 73 1 1
"21777" 160 0 5
"21778" 74 0 1
"21779" 64 1 3
"21780" 17 20 0
"21781" 70 0 3
"21782" 74 0 3
"21783" 68 0 2
"21784" 183 3 2
"21785" 68 1 0
"21786" 1246 86 119
"21787" 329 9 4
"21788" 97 0 6
"21789" 55 1 1
"21790" 153 2 2
"21791" 3 17 2
"21792" 181 9 1
"21793" 515 1 2
"21794" 8 17 5
"21795" 9 56 1
"21796" 6 23 0
"21797" 2696 276 249
"21798" 5 1 27
"21799" 1361 140 138
"21800" 166 3 3
"21801" 133 1 26
"21802" 3 24 20
"21803" 116 5 4
"21804" 1554 220 322
"21805" 138 1 5
"21806" 2659 209 210
"21807" 379 72 45
"21808" 58 2 0
"21809" 193 1 1
"21810" 125 2 3
"21811" 7 17 3
"21812" 790 61 2
"21813" 117 19 6
"21814" 55 0 1
"21815" 112 3 0
"21816" 7 2 23
"21817" 740 71 176
"21818" 12 4 26
"21819" 20 1 87
"21820" 46 103 405
"21821" 7 5 188
"21822" 20 3 63
"21823" 119 2 6
"21824" 218 2 43
"21825" 50 0 6
"21826" 719 104 44
"21827" 378 40 20
"21828" 138 1 1
"21829" 211 1 2
"21830" 1311 73 55
"21831" 1901 100 156
"21832" 251 5 19
"21833" 108 3 12
"21834" 91 5 35
"21835" 996 17 32
"21836" 90 2 1
"21837" 64 1 2
"21838" 610 29 102
"21839" 93 1 1
"21840" 90 0 7
"21841" 20 2 22
"21842" 1026 109 97
"21843" 635 16 70
"21844" 768 56 50
"21845" 319 13 33
"21846" 236 4 10
"21847" 130 1 6
"21848" 96 3 0
"21849" 17 3 40
"21850" 1700 143 117
"21851" 188 0 3
"21852" 2240 234 174
"21853" 268 5 8
"21854" 1321 58 42
"21855" 92 1 4
"21856" 97 3 3
"21857" 2125 57 35
"21858" 783 101 107
"21859" 1022 11 55
"21860" 95 0 1
"21861" 49 3 11
"21862" 91 1 5
"21863" 732 31 37
"21864" 1061 162 50
"21865" 100 0 2
"21866" 8 4 64
"21867" 161 2 3
"21868" 254 7 7
"21869" 597 57 183
"21870" 73 0 1
"21871" 2407 211 203
"21872" 577 60 63
"21873" 4 15 0
"21874" 434 32 53
"21875" 7 19 8
"21876" 865 109 85
"21877" 117 2 11
"21878" 1258 199 141
"21879" 843 52 104
"21880" 367 4 4
"21881" 583 24 126
"21882" 497 11 44
"21883" 2088 229 117
"21884" 5 30 6
"21885" 736 106 125
"21886" 16 20 5
"21887" 4 10 1
"21888" 6 20 2
"21889" 220 21 5
"21890" 133 3 1
"21891" 1119 134 29
"21892" 16 58 32
"21893" 23 0 28
"21894" 833 126 122
"21895" 200 5 8
"21896" 18 1 28
"21897" 714 73 51
"21898" 95 1 9
"21899" 769 45 45
"21900" 78 0 3
"21901" 1544 86 213
"21902" 301 10 15
"21903" 906 49 102
"21904" 727 98 69
"21905" 87 1 4
"21906" 209 1 6
"21907" 181 3 3
"21908" 396 4 8
"21909" 303 23 8
"21910" 728 100 32
"21911" 158 4 3
"21912" 551 42 8
"21913" 665 76 45
"21914" 883 90 99
"21915" 778 65 82
"21916" 1992 18 15
"21917" 312 1 12
"21918" 678 125 31
"21919" 1345 160 99
"21920" 761 77 138
"21921" 71 1 8
"21922" 178 3 6
"21923" 83 0 6
"21924" 1045 170 130
"21925" 405 18 47
"21926" 896 68 91
"21927" 16 2 21
"21928" 162 6 39
"21929" 82 1 3
"21930" 728 54 73
"21931" 664 34 34
"21932" 926 59 61
"21933" 582 36 86
"21934" 11 0 26
"21935" 1280 176 136
"21936" 317 7 7
"21937" 15 86 15
"21938" 68 19 411
"21939" 347 7 15
"21940" 110 6 17
"21941" 44 11 137
"21942" 38 12 202
"21943" 23 5 47
"21944" 99 1 4
"21945" 129 0 3
"21946" 751 31 71
"21947" 356 2 8
"21948" 44 1 30
"21949" 17 69 9
"21950" 7 3 19
"21951" 148 4 23
"21952" 116 1 5
"21953" 3 13 1
"21954" 26 45 2
"21955" 763 100 13
"21956" 16 37 4
"21957" 108 2 9
"21958" 37 1 47
"21959" 44 3 0
"21960" 174 8 3
"21961" 214 13 2
"21962" 1007 85 96
"21963" 24 0 22
"21964" 241 8 8
"21965" 958 101 48
"21966" 4 23 6
"21967" 315 1 5
"21968" 345 20 25
"21969" 994 73 25
"21970" 1605 74 89
"21971" 101 5 7
"21972" 954 108 120
"21973" 174 4 10
"21974" 117 0 1
"21975" 66 0 4
"21976" 376 1 6
"21977" 927 2 2
"21978" 71 2 3
"21979" 128 1 2
"21980" 131 0 2
"21981" 124 8 6
"21982" 120 3 5
"21983" 5 27 2
"21984" 6 23 7
"21985" 6 13 1
"21986" 1306 193 112
"21987" 2712 31 25
"21988" 832 82 53
"21989" 1473 8 11
"21990" 140 1 3
"21991" 6 17 5
"21992" 1037 143 107
"21993" 77 11 21
"21994" 137 20 376
"21995" 2357 160 250
"21996" 1309 33 23
"21997" 812 104 71
"21998" 512 58 33
"21999" 800 71 86
"22000" 676 66 112
"22001" 710 92 72
"22002" 9 21 4
"22003" 548 25 32
"22004" 14 19 2
"22005" 4 11 31
"22006" 659 128 97
"22007" 143 4 23
"22008" 16 19 8
"22009" 776 63 56
"22010" 810 90 46
"22011" 7 52 4
"22012" 1492 117 204
"22013" 1407 82 111
"22014" 294 0 6
"22015" 1772 141 126
"22016" 670 27 64
"22017" 35 24 7
"22018" 85 0 1
"22019" 93 1 4
"22020" 13 49 0
"22021" 22 15 0
"22022" 288 1 4
"22023" 145 1 3
"22024" 11 4 30
"22025" 31 33 10
"22026" 78 2 4
"22027" 285 6 7
"22028" 1191 21 13
"22029" 80 0 1
"22030" 331 15 3
"22031" 258 4 1
"22032" 333 21 4
"22033" 93 1 1
"22034" 157 14 3
"22035" 682 49 43
"22036" 109 7 23
"22037" 118 6 7
"22038" 144 3 3
"22039" 551 21 12
"22040" 164 1 4
"22041" 98 3 1
"22042" 1644 213 272
"22043" 719 79 72
"22044" 685 23 30
"22045" 755 30 12
"22046" 4 77 11
"22047" 1577 152 53
"22048" 133 1 1
"22049" 90 1 4
"22050" 29 2 118
"22051" 66 1 1
"22052" 5 18 6
"22053" 13 60 0
"22054" 46 1 1
"22055" 131 31 235
"22056" 164 1 0
"22057" 1335 144 176
"22058" 423 34 94
"22059" 10 69 104
"22060" 1158 113 128
"22061" 756 46 158
"22062" 356 5 5
"22063" 10 14 209
"22064" 766 97 151
"22065" 101 7 4
"22066" 935 124 125
"22067" 1397 90 116
"22068" 93 0 5
"22069" 228 3 5
"22070" 117 1 5
"22071" 72 1 2
"22072" 352 84 47
"22073" 7 26 84
"22074" 364 29 46
"22075" 63 1 2
"22076" 1347 229 208
"22077" 550 12 57
"22078" 1368 80 27
"22079" 654 56 67
"22080" 2040 38 16
"22081" 148 2 4
"22082" 745 44 102
"22083" 1128 117 179
"22084" 650 28 44
"22085" 1011 67 148
"22086" 1104 69 137
"22087" 1754 211 438
"22088" 855 95 107
"22089" 186 0 21
"22090" 639 104 143
"22091" 1015 92 93
"22092" 495 32 53
"22093" 1905 191 158
"22094" 104 28 1
"22095" 206 2 6
"22096" 82 0 0
"22097" 597 58 73
"22098" 87 1 3
"22099" 662 77 85
"22100" 830 115 100
"22101" 66 4 10
"22102" 68 1 1
"22103" 69 2 3
"22104" 64 0 0
"22105" 75 0 0
"22106" 69 1 0
"22107" 69 0 1
"22108" 75 1 2
"22109" 129 0 1
"22110" 430 1 1
"22111" 89 3 1
"22112" 542 78 67
"22113" 1390 194 273
"22114" 220 3 9
"22115" 1083 67 40
"22116" 1676 217 114
"22117" 61 1 2
"22118" 16 101 4
"22119" 24 47 3
"22120" 132 7 4
"22121" 2074 227 185
"22122" 162 1 10
"22123" 6 13 1
"22124" 847 14 8
"22125" 165 3 3
"22126" 269 33 1
"22127" 701 26 4
"22128" 85 0 1
"22129" 165 2 7
"22130" 164 2 8
"22131" 615 54 45
"22132" 539 20 5
"22133" 77 1 3
"22134" 137 8 3
"22135" 229 3 12
"22136" 2150 124 150
"22137" 71 0 3
"22138" 2 0 33
"22139" 1953 105 252
"22140" 413 42 26
"22141" 105 2 5
"22142" 7 21 0
"22143" 1282 75 73
"22144" 844 33 8
"22145" 957 71 76
"22146" 1285 96 158
"22147" 100 2 1
"22148" 1465 129 226
"22149" 1265 191 145
"22150" 1694 230 146
"22151" 91 1 0
"22152" 77 0 2
"22153" 1256 79 84
"22154" 829 35 95
"22155" 69 2 1
"22156" 85 0 4
"22157" 4 16 2
"22158" 149 2 0
"22159" 91 0 3
"22160" 118 3 4
"22161" 960 59 127
"22162" 62 1 8
"22163" 75 1 0
"22164" 946 86 78
"22165" 1018 52 179
"22166" 617 33 17
"22167" 607 74 55
"22168" 908 102 175
"22169" 9 26 68
"22170" 972 134 80
"22171" 996 101 173
"22172" 1169 92 125
"22173" 4 43 0
"22174" 785 115 98
"22175" 959 74 66
"22176" 92 0 1
"22177" 839 88 187
"22178" 119 3 2
"22179" 1292 59 59
"22180" 118 0 0
"22181" 1654 13 12
"22182" 72 1 0
"22183" 73 0 0
"22184" 90 0 1
"22185" 203 1 5
"22186" 468 11 2
"22187" 192 2 4
"22188" 723 92 54
"22189" 1201 180 222
"22190" 81 0 4
"22191" 1039 87 222
"22192" 2607 107 32
"22193" 257 4 1
"22194" 79 3 3
"22195" 100 7 2
"22196" 207 3 4
"22197" 1012 46 83
"22198" 506 49 32
"22199" 203 2 1
"22200" 1161 134 91
"22201" 881 118 90
"22202" 262 17 4
"22203" 166 31 9
"22204" 74 0 2
"22205" 6 5 27
"22206" 130 6 2
"22207" 865 115 103
"22208" 549 47 42
"22209" 1387 132 119
"22210" 548 72 24
"22211" 707 47 171
"22212" 339 92 35
"22213" 1060 65 82
"22214" 9 64 52
"22215" 1189 145 77
"22216" 149 74 68
"22217" 1101 176 58
"22218" 13 56 95
"22219" 1110 71 112
"22220" 1808 205 181
"22221" 1000 75 186
"22222" 1093 81 145
"22223" 10 12 4
"22224" 71 2 5
"22225" 104 5 4
"22226" 6 11 36
"22227" 131 1 4
"22228" 102 0 4
"22229" 664 86 41
"22230" 174 22 9
"22231" 969 58 97
"22232" 129 0 8
"22233" 691 59 33
"22234" 1061 18 11
"22235" 165 49 54
"22236" 5 11 35
"22237" 3 42 0
"22238" 921 93 72
"22239" 587 52 43
"22240" 8 21 1
"22241" 81 2 10
"22242" 802 78 124
"22243" 1123 184 113
"22244" 83 1 10
"22245" 184 2 2
"22246" 114 1 4
"22247" 203 2 3
"22248" 691 76 51
"22249" 8 65 23
"22250" 110 0 2
"22251" 8 68 8
"22252" 65 0 1
"22253" 82 3 1
"22254" 91 2 7
"22255" 88 1 3
"22256" 1126 58 117
"22257" 1686 315 158
"22258" 1008 151 62
"22259" 619 32 87
"22260" 727 39 20
"22261" 271 59 34
"22262" 373 5 11
"22263" 1203 48 76
"22264" 36 1 23
"22265" 109 1 3
"22266" 1085 83 158
"22267" 86 4 2
"22268" 20 24 0
"22269" 22 5 88
"22270" 18 23 0
"22271" 1071 28 16
"22272" 122 0 0
"22273" 179 6 4
"22274" 13 2 20
"22275" 5 27 2
"22276" 1188 125 147
"22277" 472 78 71
"22278" 1531 228 183
"22279" 329 50 127
"22280" 134 0 1
"22281" 60 5 328
"22282" 101 5 9
"22283" 722 111 57
"22284" 925 92 87
"22285" 234 59 8
"22286" 808 101 69
"22287" 80 2 5
"22288" 1019 78 88
"22289" 15 54 4
"22290" 1105 121 95
"22291" 1307 117 68
"22292" 1400 66 86
"22293" 1019 101 185
"22294" 35 18 5
"22295" 225 0 14
"22296" 1330 89 170
"22297" 1471 82 51
"22298" 532 21 7
"22299" 1122 81 182
"22300" 1156 162 67
"22301" 8 15 30
"22302" 9 18 0
"22303" 1696 145 85
"22304" 78 4 5
"22305" 497 43 10
"22306" 21 16 0
"22307" 85 0 2
"22308" 180 2 26
"22309" 150 4 8
"22310" 107 6 6
"22311" 92 1 0
"22312" 1967 190 13
"22313" 122 1 1
"22314" 127 10 1
"22315" 64 2 1
"22316" 88 0 4
"22317" 64 5 15
"22318" 1277 67 178
"22319" 259 0 5
"22320" 49 0 2
"22321" 243 2 2
"22322" 78 0 0
"22323" 756 78 69
"22324" 16 46 79
"22325" 135 8 4
"22326" 8 4 78
"22327" 873 64 178
"22328" 51 1 4
"22329" 509 8 25
"22330" 743 37 81
"22331" 143 2 1
"22332" 4 12 1
"22333" 764 84 53
"22334" 4 0 25
"22335" 10 0 23
"22336" 134 7 5
"22337" 2567 247 6
"22338" 2092 302 209
"22339" 143 0 4
"22340" 75 0 1
"22341" 71 0 1
"22342" 132 0 1
"22343" 20 26 1
"22344" 1233 154 43
"22345" 78 1 6
"22346" 69 5 1
"22347" 3 15 12
"22348" 124 3 6
"22349" 7 17 0
"22350" 149 3 12
"22351" 1450 124 120
"22352" 447 7 2
"22353" 230 3 2
"22354" 10 28 9
"22355" 8 22 29
"22356" 1959 296 325
"22357" 837 143 108
"22358" 207 4 4
"22359" 40 1 114
"22360" 45 4 52
"22361" 1136 54 346
"22362" 17 2 29
"22363" 166 3 16
"22364" 6 1 22
"22365" 122 0 4
"22366" 175 2 2
"22367" 1097 10 8
"22368" 167 3 154
"22369" 296 0 8
"22370" 2 1 21
"22371" 2032 75 226
"22372" 1449 106 45
"22373" 305 6 3
"22374" 582 10 10
"22375" 106 6 5
"22376" 229 3 3
"22377" 59 1 5
"22378" 90 0 4
"22379" 87 1 1
"22380" 111 2 3
"22381" 134 1 4
"22382" 436 6 5
"22383" 641 30 49
"22384" 114 0 1
"22385" 89 0 0
"22386" 97 0 0
"22387" 12 32 2
"22388" 117 0 1
"22389" 1375 21 127
"22390" 58 1 1
"22391" 140 0 2
"22392" 66 1 2
"22393" 67 0 3
"22394" 1157 61 71
"22395" 92 3 2
"22396" 3 25 0
"22397" 200 0 1
"22398" 84 2 0
"22399" 1177 97 2
"22400" 245 0 4
"22401" 66 0 0
"22402" 108 0 0
"22403" 104 2 1
"22404" 69 0 1
"22405" 65 0 0
"22406" 860 102 131
"22407" 138 3 8
"22408" 130 2 0
"22409" 428 23 4
"22410" 4 3 15
"22411" 343 28 3
"22412" 138 23 8
"22413" 156 1 0
"22414" 1925 226 39
"22415" 225 3 12
"22416" 15 15 0
"22417" 170 5 19
"22418" 98 1 3
"22419" 189 4 12
"22420" 25 21 48
"22421" 1332 167 145
"22422" 103 0 2
"22423" 77 0 5
"22424" 67 0 2
"22425" 74 1 3
"22426" 301 2 7
"22427" 699 55 153
"22428" 116 4 7
"22429" 132 2 1
"22430" 702 35 11
"22431" 748 138 138
"22432" 70 0 7
"22433" 276 6 2
"22434" 1019 89 46
"22435" 96 0 2
"22436" 168 4 0
"22437" 53 0 1
"22438" 94 3 2
"22439" 4 4 19
"22440" 905 69 81
"22441" 77 0 5
"22442" 102 0 5
"22443" 44 1 22
"22444" 1751 116 122
"22445" 367 2 35
"22446" 1088 94 54
"22447" 151 2 2
"22448" 85 1 10
"22449" 122 76 235
"22450" 229 4 2
"22451" 112 2 9
"22452" 211 6 3
"22453" 122 5 4
"22454" 92 0 8
"22455" 148 1 6
"22456" 219 5 9
"22457" 194 4 3
"22458" 229 1 2
"22459" 122 3 1
"22460" 141 3 3
"22461" 143 1 4
"22462" 1490 115 74
"22463" 96 1 6
"22464" 73 1 1
"22465" 110 4 6
"22466" 277 25 21
"22467" 1881 199 143
